id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
360,LoHi Secret garden at the Chickadee Cottage,666,Jennifer & Giovanni,,Highland,39.76703329045509,-105.0025640520893,Entire home/apt,140,1,0,,,3,328
590,Comfortable  - and a great value!,933,Jill,,North Park Hill,39.75360861432099,-104.91237270428186,Private room,61,1,532,2018-05-28,4.68,2,83
592,private,933,Jill,,North Park Hill,39.754379776740834,-104.91155676275874,Private room,42,30,142,2017-07-28,1.24,2,119
686,Alexandra's Uptown Queen Bed Room,990,Alexandra,,North Capitol Hill,39.7450296112037,-104.97756400866717,Private room,70,2,231,2018-07-08,1.91,3,299
930,Top Floor with balcony 420 Friendly,1147,Marilyn,,Washington Park,39.7088124585099,-104.96747426161951,Private room,99,3,16,2017-03-14,0.32,1,365
1940,Baker Studio Close to EVERYTHING,2150,Joanne,,Baker,39.71981035998084,-104.9964870870153,Entire home/apt,95,2,16,2018-07-27,0.87,1,101
21745,Alexandra's Uptown King Bed Room plus,990,Alexandra,,North Capitol Hill,39.74513091975909,-104.97902782993222,Private room,65,2,214,2018-07-22,2.12,3,296
21746,Alexandra's Uptown Full Bed Room,990,Alexandra,,North Capitol Hill,39.744874489231776,-104.97757971671415,Private room,60,3,236,2018-03-14,2.33,3,44
31503,Highland Park Guest House,135298,Rick,,West Highland,39.762159461176836,-105.02865987371432,Entire home/apt,110,3,35,2018-07-14,0.36,1,322
39405,LoHi Secret garden at the Mulberry Cottage,666,Jennifer & Giovanni,,Highland,39.76588303201439,-105.00545175761249,Entire home/apt,111,1,490,2018-07-15,5.04,3,300
41284,Purrfect 2BR bsmt suite btwn Lowry & Cherry Creek!,178508,Lisa,,Washington Virginia Vale,39.71036336002511,-104.91307249830423,Private room,90,1,74,2018-07-24,6.15,1,143
56185,charming home for your vacation,266051,Kate,,North Park Hill,39.753215095516104,-104.93334501905635,Entire home/apt,300,3,62,2018-07-07,0.68,1,309
58598,Apartment in Historic Congress Park,280583,Carey,,Congress Park,39.73730412808642,-104.95615574466999,Entire home/apt,94,2,525,2018-07-27,5.67,1,0
59631,VICTORIAN TOWNHOME DOWNTOWN,1496,Julie,,Five Points,39.74947215259146,-104.97611259083283,Entire home/apt,179,1,136,2018-07-22,1.56,2,333
74125,Spacious Cap Hill Condo (built in 1889) with yards,385864,Joe,,Capitol Hill,39.73275785738501,-104.98035207881279,Entire home/apt,120,3,83,2018-05-28,0.97,1,33
81540,Affordable S. Denver Guest House,98912,Jess,,Overland,39.66786893848025,-104.98968597826972,Entire home/apt,75,5,134,2018-07-15,1.50,1,278
90307,Comfy King Size Room (Park Hill),489506,Doreen,,South Park Hill,39.74954523033806,-104.93238859781933,Private room,90,1,163,2018-07-24,2.04,2,79
98008,"Beautiful sun filled queen, close to everything!",297382,James,,Five Points,39.749265750021166,-104.97481782374622,Private room,70,2,191,2018-07-29,2.17,2,310
98014,Beautiful single steps to Downtown,297382,James,,Five Points,39.74865493443946,-104.97521507365906,Private room,60,2,181,2018-06-18,2.06,2,333
142683,Historic Denver City Park Condo,692622,Nancy,,City Park,39.74145037663793,-104.94844997223437,Entire home/apt,145,1,256,2018-07-11,2.97,1,310
172196,Luxury Wash Park Home Great for Families,526354,Michael,,Washington Park,39.696877017014224,-104.96231625479423,Entire home/apt,411,3,21,2018-07-23,0.25,1,322
177942,Sky Gallery at Promenade Lofts,448794,Tyler,,Union Station,39.75479735717703,-105.00516603243588,Entire home/apt,195,2,115,2018-07-29,1.35,1,335
182353,Private Suite - 2017-BFN- (Phone number hidden by Airbnb),874113,Tatiana,,Hampden South,39.652828670327,-104.91098924758559,Private room,80,30,88,2017-08-14,1.03,1,333
184529,HIP SUITE IN  WEST  HIGHLANDS DENVER,134798,Lonna,,West Highland,39.76715773497324,-105.04349615162428,Private room,35,30,6,2016-01-03,0.08,2,352
192430,TREETOP VIEW BEDROOM - Dwntwn./East,923646,Kate,,South Park Hill,39.741596593397965,-104.93613034734794,Private room,40,30,110,2017-09-23,1.30,1,167
217715,Room w/own Bath near University,1124687,Yvonne And Desmond,,University Park,39.670633584592245,-104.95358558567193,Private room,89,1,13,2017-09-05,0.18,1,342
236207,Denver Penthouse GreatViews $9 to DIA+FREEMallRide,1238201,Dave,,Union Station,39.75474852616075,-105.00533440011777,Entire home/apt,235,2,56,2018-01-01,0.76,1,154
242859,Modern Cherry Creek Hot-Spot (Denver),1275154,Brenda,,Cherry Creek,39.715579068675545,-104.94160352739355,Entire home/apt,150,3,80,2018-07-10,0.97,1,339
259616,Amazing location! Walk to Downtown Denver!,1362862,Christine,,Highland,39.7658095338425,-105.01482512107614,Entire home/apt,250,2,95,2018-07-08,1.17,1,224
276530,Apt in Washington Park Home,1439537,Rick & Deana,,Washington Park,39.70087861708902,-104.96171625231662,Entire home/apt,75,4,143,2018-07-20,1.78,2,8
283162,2000 SF-Lodo Club Style Condo,1475137,Lee,,Union Station,39.75034707021019,-104.99623668734549,Entire home/apt,300,4,1,2018-07-03,1,1,365
286732,House on Stout: Prairie,1154806,Ellen,,Five Points,39.752886458426076,-104.98199544750378,Private room,70,2,125,2018-07-17,2.49,3,68
287392,Sloan's Lake Urban Farm and Garden Craftsman Home,1396664,Tara,,West Colfax,39.74285556607671,-105.04918470750118,Entire home/apt,250,3,0,,,1,180
364585,Washington Park Stunning Townhouse,930851,Nicholas,,Washington Park West,39.698589480078496,-104.98130336008728,Entire home/apt,205,14,123,2018-05-29,1.58,1,285
370209,Private room in the nest - w/bathroom,269892,Maura,,Baker,39.718163886854114,-104.99620382670153,Private room,70,1,48,2018-07-22,1.30,1,305
413549,Original Historic 1880 Farmhouse,2057455,Jason,,Sunnyside,39.77609767461305,-105.01143949551795,Entire home/apt,247,2,57,2018-07-30,0.84,1,324
440769,Mini Sweet/RINO City Park,1810376,Jimbo,,Clayton,39.766700631409186,-104.95498154172417,Private room,40,1,522,2018-07-27,6.86,4,325
477016,Private room In the heart of Denver,10951,Tricia,,City Park West,39.74129856145918,-104.96934353402783,Private room,55,2,257,2018-07-16,3.47,2,106
478642,Calm Retreat in Artist's Abode,2370964,Andrea,,Clayton,39.76960116168779,-104.9534835748162,Private room,48,2,75,2018-07-10,1.00,2,53
504080,Creative Haven in Artists's Abode,2370964,Andrea,,Clayton,39.765862032909425,-104.95459470690591,Entire home/apt,145,2,43,2018-06-17,0.58,2,336
509892,Beautiful Home in desirable Hilltop,2512289,Deena,,Hilltop,39.71798593883863,-104.92845158485171,Private room,85,1,5,2017-11-02,0.34,1,363
521072,Downtown and Modern by Hospital.,2563107,Matthew,,City Park West,39.74428076092698,-104.96285022072095,Entire home/apt,55,60,192,2018-05-30,2.61,2,97
548897,"TreeHouse Suite, in Healing Center",1313972,Heather,,City Park,39.74064706158654,-104.95845572084312,Private room,85,30,143,2018-04-29,2.14,3,361
575758,a REAL warehouse LOFT,2832150,Kerry,,Five Points,39.76745503552546,-104.97948175643386,Entire home/apt,200,90,38,2017-01-09,0.73,1,365
604803,LoHi  Secret garden at the Willow Cottage,666,Jennifer & Giovanni,,Highland,39.76606162915647,-105.00505936134714,Entire home/apt,120,1,148,2018-07-02,2.03,3,242
620905,"Victorian Gem nr. downtown, City Pk",2773726,Thomas,,Whittier,39.75263108463774,-104.97076720843049,Entire home/apt,170,4,2,2018-07-06,0.03,1,211
627673,"LoDo, RiNo, Downtown & Convention Center",3029098,Renee And Linda,,Five Points,39.76068855792753,-104.97421096595143,Entire home/apt,111,1,78,2018-07-15,1.08,1,44
