id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
19520190,1940's Contemporary Bungalow/Room close to LoHi,35168746,Emmy And Cameron,,Chaffee Park,39.789195358211245,-105.01936592991707,Private room,50,1,23,2017-11-09,4.76,2,0
21604941,Cute house in North Denver metro,35002002,Shelley,,Chaffee Park,39.788869829748805,-105.00959670885632,Private room,45,1,0,,,1,63
12622842,Queen bed for 1 or 2 in Cozy Denver Home !!!,37425718,Manda,,Chaffee Park,39.790849449379685,-105.00931291040956,Private room,35,2,50,2017-11-06,2.60,1,89
15845941,Home Away from Home ❤️,40334113,Victoria,,Chaffee Park,39.7877866438131,-105.02296574223602,Private room,52,1,67,2017-11-13,5.46,4,170
4581104,Adorable home near downtown Denver,8153242,Kristi,,Chaffee Park,39.788233891816944,-105.00635422006506,Private room,55,2,32,2017-08-21,1.04,1,31
1360599,Designer Room in Historic Denver,1598933,Levi,,Chaffee Park,39.78487298665312,-105.01613170877539,Private room,45,2,11,2017-08-28,0.42,1,238
7510622,Cozy Bungalow Down Town Denver Room,37931416,Mario,,Chaffee Park,39.785985133817825,-105.0136126020922,Private room,99,1,2,2017-07-28,0.07,2,365
13560410,Clay Street Chateau 2016-bfn-(PHONE NUMBER HIDDEN),78127236,Matt,,Chaffee Park,39.78605861675332,-105.0218481048571,Entire home/apt,100,2,42,2017-10-22,2.50,1,353
13327371,"Private quaint home, near downtown Denver",75389415,Ari,,Chaffee Park,39.786153971922644,-105.02003040393073,Entire home/apt,250,2,38,2017-10-16,2.21,1,15
4686122,Cozy Ranch Near Regis University,17847618,Diane,,Chaffee Park,39.79098854016731,-105.02164979112908,Entire home/apt,80,1,17,2017-11-13,5.67,1,51
7510774,Cozy Bungalow Down Town Denver,37931416,Mario,,Chaffee Park,39.785427236042594,-105.01364895984332,Entire home/apt,209,2,16,2017-10-29,0.59,2,265
15698448,"Entire Home, 3 bedrooms/6 guests- Clean and Modern",40334113,Victoria,,Chaffee Park,39.78718817819042,-105.02277777029846,Entire home/apt,265,1,24,2017-10-22,2.11,4,167
17108425,Cozy 2 Bedroom House Near Downtown,114877483,Kylie,,Chaffee Park,39.789725885128824,-105.00929730172965,Entire home/apt,95,1,25,2017-05-14,2.62,1,0
17031152,Quaint urban farm,33857923,Sonia,,Chaffee Park,39.78773626633953,-105.01608775017651,Entire home/apt,85,3,4,2017-08-16,0.69,2,8
17732888,Beautiful Urban Farmhouse in a Great Location,16301392,Ryan,,Chaffee Park,39.785877266640725,-105.0180500470555,Entire home/apt,249,2,6,2017-10-09,0.81,1,63
6894767,Small house,23464298,Marge,,Chaffee Park,39.78743650405595,-105.00762993183484,Entire home/apt,135,2,6,2017-10-08,0.33,1,353
16603848,Perfect place for a city break!,58918190,Kelsi,,Chaffee Park,39.784899356048754,-105.00772649997721,Entire home/apt,99,3,25,2017-10-23,2.70,1,228
21257708,"Beautiful home - blocks from Regis, great Wifi!!",38761159,Megan,,Chaffee Park,39.787988182673274,-105.02145399088366,Private room,65,1,0,,,2,324
13646473,Cozy Room & Private Bathroom Close to Downtown!,57454850,Sharon,,Chaffee Park,39.78446538754568,-105.00835996653986,Private room,40,2,22,2017-04-10,1.33,1,52
16733876,420 Friendly - Private Basement Apartment,41167673,Carissa,,Chaffee Park,39.78680068485042,-105.01934329189007,Entire home/apt,70,2,56,2017-11-06,5.56,1,116
21112417,"Near Regis Univ, spacious town home setting",152257570,Cynthia,,Chaffee Park,39.79134826628682,-105.02145444455188,Private room,65,2,1,2017-11-12,1,1,73
