id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,
3843051,CannaBLISS 4 For 30 Days or More,4431217,Dale,Capitol Hill,39.733899558075,-104.979214960306,Entire home/apt,150,1,9,2016-01-18,0.44,12,361,
3953492,Super Pot-Friendly 30-Day+ Rental! ,4431217,Dale,Capitol Hill,39.7332397919376,-104.980903245362,Entire home/apt,125,1,26,2015-10-26,1.27,12,361,
4048378,30-day (or more) pot-friendly apt!,4431217,Dale,Capitol Hill,39.7352912060892,-104.979788329469,Entire home/apt,135,1,25,2015-10-19,1.23,12,360,
10927718,6-Person Mixed Dorm,48873476,Hostel Fish,CBD,39.75174846456,-104.991705619493,Shared room,55,1,3,2016-03-13,0.89,11,352,
10927436,4-Person Mixed Dorm,48873476,Hostel Fish,Union Station,39.7523083174454,-104.992828806558,Shared room,55,1,0,,,11,334,
10927867,7-Person Mixed Dorm,48873476,Hostel Fish,Union Station,39.7523858442578,-104.992250576238,Shared room,55,1,0,,,11,357,
10927919,8-Person Mixed Dorm,48873476,Hostel Fish,Five Points,39.7532115862574,-104.992386572437,Shared room,55,1,0,,,11,355,
10927816,6-Person FEMALE ONLY Dorm,48873476,Hostel Fish,Five Points,39.7521513777981,-104.991131631854,Shared room,55,1,0,,,11,345,
10927209,Private Queen Room  Upscale Hostel,48873476,Hostel Fish,Five Points,39.7523056673465,-104.991328529261,Private room,170,1,0,,,11,327,
10927557,5-Person Mixed Dorm,48873476,Hostel Fish,Five Points,39.7521157115591,-104.991006623013,Shared room,55,1,2,2016-04-24,0.69,11,355,
10927966,9-Person MIxed Dorm,48873476,Hostel Fish,Five Points,39.7538087939925,-104.993090608679,Shared room,55,1,0,,,11,359,
10928009,9-Person Mixed Dorm,48873476,Hostel Fish,Five Points,39.7522563320977,-104.99083791483,Shared room,55,1,1,2016-02-28,0.36,11,354,
10928100,10-Person Mixed Dorm,48873476,Hostel Fish,Five Points,39.753524106322,-104.991498771952,Shared room,55,1,0,,,11,362,
9428199,Private King Room in Upscale Hostel,48873476,Hostel Fish,Five Points,39.7539412332051,-104.992649969515,Private room,185,1,1,2016-02-01,0.27,11,316,
11870166,Denver Microhostel,36748149,Madeline,Hilltop,39.7138002170037,-104.934640683673,Shared room,30,1,10,2016-05-05,5,9,337,
12799514,Cozy MiniHostel Bunk,36748149,Madeline,Washington Virginia Vale,39.6994843457957,-104.90930346663,Shared room,22,1,0,,,9,356,
11020193,Madeline's Microhostel,36748149,Madeline,Washington Virginia Vale,39.704558597372,-104.914062761292,Shared room,27,1,7,2016-05-04,4.47,9,334,
12150909,Microhostel Serenity Bunk,36748149,Madeline,Washington Virginia Vale,39.698279779754,-104.903687433158,Shared room,22,1,6,2016-05-12,3.83,9,362,
12153007,Communal Autumn Bunk,36748149,Madeline,Washington Virginia Vale,39.7060786246059,-104.913463658651,Shared room,21,1,4,2016-04-29,2.93,9,334,
12253741,Comfy bunk bed in shared room,36748149,Madeline,Washington Virginia Vale,39.7008859283394,-104.909390348389,Shared room,24,1,5,2016-05-15,3.85,9,362,
11869940,Maddie's Microhostel,36748149,Madeline,Washington Virginia Vale,39.706454565537,-104.924554501514,Shared room,26,1,6,2016-05-04,3,9,352,
11869456,Maddie's Microhostel,36748149,Madeline,Washington Virginia Vale,39.7062027380617,-104.917987374474,Shared room,22,1,8,2016-05-06,4.29,9,346,
13031106,Maddie's Microhostel,36748149,Madeline,Washington Virginia Vale,39.7012189355049,-104.90951529908,Shared room,26,1,0,,,9,365,
7346147,"Room in shared house, convenient!",24483378,Sarah,West Colfax,39.7362831622913,-105.0371579947,Private room,35,1,31,2016-05-14,3.09,8,361,
5480284,Private Attic Bedroom by Light Rail,24483378,Sarah,West Colfax,39.7360233679155,-105.037138878794,Private room,25,1,60,2016-05-11,4.08,8,358,
5480285,"Central, laid back, & convenient :)",24483378,Sarah,West Colfax,39.7360801501593,-105.038859993128,Private room,32,1,61,2016-04-30,4.58,8,350,
5048517,"Garden, comfy, private,& central :)",24483378,Sarah,West Colfax,39.7362795014492,-105.038479034794,Private room,22,1,67,2016-04-14,4.14,8,353,
6623752,Daybed in the living room,24483378,Sarah,West Colfax,39.7350912203839,-105.036715016991,Shared room,18,1,35,2016-05-14,2.99,8,357,
7306957,Private room & centrally located,24483378,Sarah,West Colfax,39.7421345673851,-105.051608111357,Private room,30,1,24,2016-05-16,2.35,8,352,
9445553,Private Room in Nice Highlands Home,24483378,Sarah,West Highland,39.7676641220342,-105.052488746344,Private room,28,1,24,2016-05-15,4.07,8,357,
9135545,Dorm Bed in Highlands House 3,24483378,Sarah,West Highland,39.7661679695148,-105.053232617546,Shared room,20,1,17,2016-04-25,2.49,8,354,
1168142,Hip Condo-Just off Downtown!WaBo!,4366942,Nan,Speer,39.7198825125483,-104.980883878568,Entire home/apt,110,1,17,2016-03-11,0.47,7,278,
834867,Hip Cottage 2 bed-Quiet-Wash Park!,4366942,Nan,Speer,39.7173394151326,-104.979670532968,Entire home/apt,200,1,27,2016-02-01,2.28,7,233,
8846169,Sizzle! City Park-Tennis/Golf/Food,4366942,Nan,City Park,39.7490887218166,-104.959129640723,Entire home/apt,40,30,8,2016-02-09,1.13,7,274,
1566967,2 Bed House Lake View's & Quiet,4366942,Nan,Sloan Lake,39.7540418899925,-105.052239801898,Entire home/apt,125,1,42,2016-04-21,1.31,7,294,
1143676,Modern Sizzle-New-City Park-!,4366942,Nan,City Park West,39.7482479699131,-104.960226775523,Entire home/apt,120,30,31,2016-04-21,0.86,7,303,
7481785,Snazzola across from a Park! Pet OK,4366942,Nan,City Park West,39.7476965463707,-104.960672390157,Entire home/apt,97,30,8,2016-01-03,0.85,7,334,
8846043,New & Cozy! Bars/Food/Tennis/Park!,4366942,Nan,City Park West,39.7481159283074,-104.959812176756,Entire home/apt,50,30,6,2016-01-03,0.83,7,337,
2361919,  The Cloisters at Berkeley ,5811115,Annette,Berkeley,39.7800928309974,-105.039648154371,Private room,70,1,15,2016-02-01,0.56,7,271,
7882412,The Gables,5811115,Annette,Berkeley,39.7796675596174,-105.039590028707,Entire home/apt,125,1,1,2016-05-07,1,7,250,
4471201,"Gracious, comfortable Farm House",5811115,Annette,Berkeley,39.7802737178462,-105.038036816722,Entire home/apt,150,1,7,2016-04-22,0.53,7,293,
5531293,The Garden Suite,5811115,Annette,Berkeley,39.7812087744543,-105.037741650138,Entire home/apt,115,2,13,2016-02-19,0.98,7,322,
1905596,"Charming, cozy, private hideaway",5811115,Annette,Berkeley,39.7812457820097,-105.037991426835,Entire home/apt,125,1,42,2016-03-22,1.44,7,285,
1042331,Beautiful Apt in Berkeley/Highlands,5811115,Annette,Berkeley,39.7816626994634,-105.039753956165,Entire home/apt,140,1,19,2016-03-15,0.51,7,280,
1041934,"Private apt in Berkeley, MTN Views!",5811115,Annette,Berkeley,39.7818471716454,-105.039721424751,Entire home/apt,215,2,7,2016-02-15,0.21,7,305,
8410018,Poets Row Penthouse with Parking!,9691307,G,Capitol Hill,39.7345212891462,-104.984873465744,Entire home/apt,269,3,4,2016-04-17,0.51,7,188,
8410216,Poets Row Sunny Room,9691307,G,Capitol Hill,39.7339130877047,-104.984216414474,Private room,99,2,8,2016-04-21,1.01,7,188,
12752947,Poets Row Master Bedroom,9691307,G,Capitol Hill,39.7353117312902,-104.98497765015,Private room,129,2,0,,,7,205,
7346340,Uptown European Two Apartment Combo,9691307,G,North Capitol Hill,39.7417493753422,-104.982324561014,Entire home/apt,299,3,1,2015-07-20,0.1,7,139,
11712419,Artsy Gypsy Penthouse FabCity Views,9691307,G,North Capitol Hill,39.7412100242899,-104.98236990629,Entire home/apt,125,3,4,2016-05-13,2.61,7,159,
7037572,Old World Charm in Capitol Hill,9691307,G,North Capitol Hill,39.7434120962179,-104.983342846273,Entire home/apt,149,2,29,2016-04-09,2.82,7,25,
7182072,Uptown European Influence and Style,9691307,G,North Capitol Hill,39.7431569298748,-104.984672559596,Entire home/apt,125,3,36,2016-05-09,3.47,7,153,
4554803,Bud and Breakfast: The Holst,23613045,Bud,Cheesman Park,39.7381865248378,-104.963902961017,Private room,299,1,0,,,6,341,
4555439,Bud and Breakfast: The DeBussy,23613045,Bud,Cheesman Park,39.7379631086997,-104.963518735926,Private room,199,1,0,,,6,313,
4555133,Bud and Breakfast: The Handel,23613045,Bud,Cheesman Park,39.739717832823,-104.963842661893,Private room,299,1,0,,,6,344,
4555037,Bud and Breakfast: The Vivaldi,23613045,Bud,Cheesman Park,39.7398955854483,-104.962915997637,Private room,249,1,0,,,6,343,
4555341,Bud and Breakfast: The Brahms,23613045,Bud,Cheesman Park,39.7385320324849,-104.964238141974,Private room,199,1,2,2015-05-26,0.13,6,288,
4555222,Bud and Breakfast: The Copland,23613045,Bud,Cheesman Park,39.7398695313114,-104.96368521904,Private room,299,1,0,,,6,335,
10500429,10 Comfy Twin Bed near Denver/DIA,3042995,"Scott, Nancy, And Vanilla Bean",Gateway - Green Valley Ranch,39.7981233521756,-104.745054138891,Shared room,27,1,1,2016-04-01,0.64,6,320,
9595212,"15 Twin, Shared Room, at Denver/DIA",3042995,"Scott, Nancy, And Vanilla Bean",Gateway - Green Valley Ranch,39.7962934432657,-104.739670356422,Shared room,27,1,12,2016-04-20,2.43,6,350,
7545556,06 Upscale Private Closet & Home,3042995,"Scott, Nancy, And Vanilla Bean",Gateway - Green Valley Ranch,39.7981224501115,-104.735452190822,Shared room,35,1,8,2016-02-19,0.82,6,321,
7938169,02 Awesome Room in an Awesome Home,3042995,"Scott, Nancy, And Vanilla Bean",Gateway - Green Valley Ranch,39.7972093185092,-104.73529460637,Private room,45,1,11,2016-05-07,1.25,6,325,
8089319,"12 Twin, Shared Room, at Denver/DIA",3042995,"Scott, Nancy, And Vanilla Bean",Gateway - Green Valley Ranch,39.7969479363493,-104.7358372007,Shared room,25,1,3,2016-04-21,0.35,6,362,
7771779,08 Breathtaking Mtn and Golf Views,3042995,"Scott, Nancy, And Vanilla Bean",Gateway - Green Valley Ranch,39.798270067468,-104.741610939087,Shared room,27,1,15,2016-02-28,1.58,6,139,
6402993,#17 Workman's Quarters and study,22919360,Daniel,Capitol Hill,39.7362037361219,-104.9809505579,Entire home/apt,110,1,28,2016-04-27,2.45,6,37,
6668396,#16 Former Girl's School Dormatory,22919360,Daniel,Capitol Hill,39.7362553002384,-104.979605689336,Entire home/apt,75,2,1,2016-04-25,1,6,347,
4415554,#14 Vintage Room Near City Center,22919360,Daniel,Capitol Hill,39.7383808864957,-104.979778869091,Entire home/apt,125,1,93,2016-05-01,5.02,6,57,
4415985,#13 Flat in Workman's Quarters,22919360,Daniel,Capitol Hill,39.7377604806412,-104.979356086372,Entire home/apt,99,1,76,2016-04-28,4.1,6,60,
4814753,#18 Historic Workman's Flat,22919360,Daniel,Capitol Hill,39.7381588033577,-104.981214713177,Entire home/apt,61,1,40,2016-04-16,3.4,6,41,
4668168,#15 Suite Near City Attractions,22919360,Daniel,Capitol Hill,39.7390995900662,-104.982650866783,Entire home/apt,99,1,64,2016-05-09,3.58,6,53,
12346486,Capitol Hill Bright And Sunny Room,38661104,Jim,Capitol Hill,39.7381969674839,-104.983684812288,Private room,100,1,0,,,6,52,
12346503,Old World Uptown Dapper Penthouse,38661104,Jim,Capitol Hill,39.7397772513015,-104.98385722584,Entire home/apt,200,1,0,,,6,65,
12346533,Old World Uptown Posh Penthouse,38661104,Jim,Capitol Hill,39.7382807737673,-104.985877178214,Entire home/apt,200,1,0,,,6,76,
12871246,Old World Uptown Dueling Penthouses,38661104,Jim,Capitol Hill,39.7400285830044,-104.985936975308,Entire home/apt,400,1,0,,,6,65,
12346539,Capitol Hill Spacious Main Bedroom,38661104,Jim,North Capitol Hill,39.7404995816988,-104.984269864521,Private room,130,1,0,,,6,72,
12346496,Capitol Hill Grand Corner Penthouse,38661104,Jim,North Capitol Hill,39.7403091215873,-104.985342624523,Entire home/apt,300,1,0,,,6,51,
721758,Great Bungalow close to Downtown,2882621,Chris,Sunnyside,39.7769142442625,-105.008468950527,Entire home/apt,119,1,331,2016-05-17,7.56,5,315,
10075777,Sunlit oasis in the heart of Denver,50714433,Hai,Highland,39.7602315678333,-105.009147257082,Entire home/apt,300,2,11,2016-05-12,5.16,5,139,
11125756,Clean & comfy room in heart of LoHi,50714433,Hai,Highland,39.760525141143,-105.007655555904,Private room,75,1,2,2016-03-18,0.63,5,141,
10135618,Hottest location in Lohi!,50714433,Hai,Highland,39.7601516317382,-105.009086421383,Private room,75,1,6,2016-03-25,1.29,5,140,
10177568,LoHi room in modern townhouse,50714433,Hai,Highland,39.7606102628102,-105.009440981601,Private room,75,1,5,2016-02-29,1.09,5,151,
10262771,"Clean, Comfy daybed in vibrant LoHi",50714433,Hai,Highland,39.760712241834,-105.008007074871,Shared room,45,1,0,,,5,141,
8779036,Charming Bungalow near Platt Park!,46017223,Johanna,Rosedale,39.6777621484343,-104.983923746211,Entire home/apt,175,2,3,2016-04-24,0.48,5,150,
4913490,Grand Home - City Park 3 Bed 2 Bath,19733821,Anthony,Hale,39.7371425320098,-104.935945490898,Entire home/apt,194,2,15,2016-04-18,1.06,5,15,
4992280,Grand Home - City Park 5 bed 3 bath,19733821,Anthony,Hale,39.7356763947355,-104.937472642099,Entire home/apt,224,2,35,2016-05-04,2.35,5,0,
12824827,Home near DU/WashPark/Denver/RTD,48692344,Chase,University Park,39.682932196306,-104.953856950571,Entire home/apt,93,1,0,,,5,143,
10772480,3Bed by DU/WashPark/Downtown/Coors,48692344,Chase,University Park,39.6837668047103,-104.954174460855,Entire home/apt,100,1,15,2016-04-28,4.09,5,277,
3979810,Cottage DU Wash Park 3 Bed 2 Bath,19733821,Anthony,University Park,39.6836284547863,-104.952390948275,Entire home/apt,155,2,28,2016-04-27,1.67,5,97,
10809816,DU/WashPark/Denver/CherryCreek C,48692344,Chase,University Park,39.684505138489,-104.955309288229,Private room,40,1,11,2016-05-04,3,5,64,
10810236,DU/WashPark/Denver/CherryCreek B,48692344,Chase,University Park,39.6828785672862,-104.953668249233,Private room,36,1,9,2016-05-03,2.57,5,277,
5576830,Luxury by DU Wash Park 3 Bed 2 Bath,19733821,Anthony,University Park,39.6840944594218,-104.953113268384,Entire home/apt,175,2,7,2016-05-20,0.52,5,14,
9509185,Updated Expanded Platt Park Ranch,46017223,Johanna,Platt Park,39.6881671019535,-104.975247802689,Entire home/apt,219,2,1,2015-11-21,0.17,5,253,
12207211,Updated Baker Historic Victorian!,46017223,Johanna,Baker,39.7202234627662,-104.990455707147,Entire home/apt,169,2,1,2016-04-29,1,5,244,
12206708,Baker Historic Victorian,46017223,Johanna,Baker,39.717037186296,-104.99116159848,Entire home/apt,159,2,0,,,5,221,
3832985,Luxury by DU Wash Park 4 Bed 3 Bath,19733821,Anthony,Cory - Merrill,39.6854941430846,-104.951815467363,Entire home/apt,195,2,52,2016-05-02,2.46,5,76,
10810064,DU/WashPark/Denver/CherryCreek A,48692344,Chase,Cory - Merrill,39.685210959542,-104.95492768566,Private room,40,1,3,2016-04-16,0.95,5,277,
9408671,Charming Cottage in Bonnie Brae,46017223,Johanna,Cory - Merrill,39.6903510404052,-104.949410333174,Entire home/apt,195,2,1,2016-04-23,1,5,237,
7621586,Basics on South Broadway,2882621,Chris,Washington Park West,39.7106654956625,-104.981170862732,Entire home/apt,79,1,62,2016-05-16,7.75,5,321,
8922391,Suite and Simple,2882621,Chris,Speer,39.7115921092084,-104.979384647467,Entire home/apt,65,1,67,2016-05-11,9.39,5,30,
5804546,SOBO and West Wash Park,2882621,Chris,Speer,39.7117902944409,-104.980673121208,Entire home/apt,69,1,113,2016-05-07,8.39,5,50,
5185375,West Wash Park and SOBO,2882621,Chris,Speer,39.7118055510484,-104.979877958532,Entire home/apt,79,1,147,2016-05-17,9.32,5,298,
11119735,Half house (1st floor) in Cole,8289288,Jessica,Cole,39.763053633856,-104.971153295054,Private room,124,1,1,2016-03-20,0.49,5,116,
1724186,Two XL twins in Minimalist House,8289288,Jessica,Cole,39.7649392660493,-104.972110000236,Private room,64,1,28,2016-05-15,0.89,5,121,
2072132,Rustic Craftsman room with king bed,8289288,Jessica,Cole,39.7642549601279,-104.971203166337,Private room,64,1,5,2016-05-17,0.82,5,127,
1557739,Full bed in minimalist house,8289288,Jessica,Cole,39.7632368462532,-104.971432176019,Private room,60,1,19,2016-05-18,0.75,5,124,
11120331,Historic house with hardwood floors,8289288,Jessica,Cole,39.7647883759105,-104.972047248548,Entire home/apt,198,2,15,2016-05-08,4.74,5,112,
4556420,Luxury Downtown Denver Loft 3 bed,23594153,Tyler,Five Points,39.7512904585013,-104.988615514288,Entire home/apt,99,1,102,2016-05-15,5.8,5,303,
4550588,Great Downtown Loft 3 Bed,23594153,Tyler,Five Points,39.752572108325,-104.988106360345,Entire home/apt,99,1,100,2016-05-19,5.54,5,343,
4551037,Downtown Biz District Loft,23594153,Tyler,Five Points,39.7531730367291,-104.988086625927,Entire home/apt,99,1,99,2016-05-17,5.67,5,317,
11319596,Luxe Loft Rooftop Deck City Views!,23594153,Tyler,Five Points,39.751398053732,-104.989619666286,Entire home/apt,99,1,10,2016-05-19,3.95,5,174,
4556661,Luxe Downtown Loft 3 Bed,23594153,Tyler,Five Points,39.7509620057329,-104.988375900328,Entire home/apt,99,1,95,2016-05-08,5.42,5,293,
4211844,Lttle house in the city-trendy area,20529963,Erika,Sunnyside,39.7716201707932,-105.011140678545,Entire home/apt,150,2,3,2015-09-27,0.18,4,348,
4067759,"Trendy Sunnyside/Lohi, Quiet Twn Rm",20529963,Erika,Sunnyside,39.7714973396487,-105.011264134457,Private room,53,1,41,2016-05-04,2.13,4,350,
3968613,Trendy Sunnyside/Lohi: Quiet Qn Rm,20529963,Erika,Sunnyside,39.7730961107549,-105.009967670257,Private room,55,1,58,2016-05-14,2.82,4,351,
3961440,2 rm suite for 4: Sunnyside/ Lohi,20529963,Erika,Sunnyside,39.7727689876748,-105.009982018885,Private room,103,1,9,2015-09-21,0.44,4,348,
10598112,Darling 3BR Victorian Denver House,48618586,Evolve Vacation Rental,Highland,39.7680735334756,-105.021997555757,Entire home/apt,206,2,0,,,4,152,
6653311,Highlands Mansion: Garden Suite 420,14198677,Joel,Highland,39.7688574130318,-105.019278579171,Private room,239,1,39,2016-03-25,3.41,4,359,
2776307,Highlands Mansion: Jacuzzi+WIFI+420,14198677,Joel,Highland,39.7677707455023,-105.018044430598,Private room,149,1,127,2016-05-15,5.34,4,335,
7660571,Highlands Mansion: Exotic 420 King!,14198677,Joel,Highland,39.7687645359991,-105.019765756985,Private room,239,1,29,2016-04-02,3,4,358,
12567599,Highlands Mansion Exotic 420 Queen,14198677,Joel,Highland,39.768620591411,-105.018525182408,Private room,169,1,0,,,4,363,
11048283,Upscale Highlands Town home for 6,16725984,Carlos,Jefferson Park,39.7548442953152,-105.021913954352,Entire home/apt,199,3,3,2016-05-16,1.1,4,334,
4641729,Luxury in the Highlands sleeps 6,16725984,Carlos,Jefferson Park,39.7541176591688,-105.022614501961,Entire home/apt,199,3,6,2016-04-15,0.43,4,341,
10598002,Bright & Sunny 1BR Denver Apartment,48618586,Evolve Vacation Rental,Cheesman Park,39.7368236749883,-104.960873777206,Entire home/apt,144,2,0,,,4,304,
10230560,Sweet-Tempered Room - w/Parking,222518,Sandy,North Park Hill,39.7536990566126,-104.907974243046,Private room,55,1,0,,,4,255,
8271608,Sweet-Tempered Room - w/Parking,222518,Sandy,North Park Hill,39.7533978328073,-104.909657104112,Private room,45,1,7,2016-03-25,0.84,4,258,
10881047,Cute Home - Safe/Quiet Street,222518,Sandy,North Park Hill,39.7533445376885,-104.909433203836,Entire home/apt,170,2,2,2016-03-26,0.98,4,94,
12001049,Comfortable Room - Free Parking,222518,Sandy,North Park Hill,39.7535976663457,-104.907705216036,Private room,45,1,0,,,4,259,
10598339,Cozy 1BR Denver House w/Large Yard,48618586,Evolve Vacation Rental,Overland,39.6754715541702,-104.991705690749,Entire home/apt,115,2,0,,,4,1,
12169776,Historic Denver Victorian (Baker),9997429,Evin And Barry,Baker,39.7242304942385,-104.99296612667,Entire home/apt,244,2,0,,,4,24,
6901243,Unique Historic Baker Apt Denver,9997429,Evin And Barry,Baker,39.7250144228204,-104.993497274507,Entire home/apt,202,2,35,2016-05-04,3.2,4,22,
5959721,Denver Victorian Duplex,9997429,Evin And Barry,Baker,39.7245220083876,-104.992093815956,Entire home/apt,677,3,0,,,4,78,
10282342,Tech Center Townhome,52882517,Justin,Southmoor Park,39.6396758262247,-104.913437459605,Entire home/apt,165,5,1,2016-04-08,0.7,4,0,
196096,Cozy-Master room with Private Bath,943693,Yong,Gateway - Green Valley Ranch,39.7894803636282,-104.797513929932,Private room,120,3,2,2014-07-30,0.03,4,268,
194325,Cozy-Guest room/a queen-sized bed,943693,Yong,Gateway - Green Valley Ranch,39.7897183050382,-104.798277076477,Private room,95,3,12,2012-09-03,0.21,4,267,
196677,Cozy-2 Bedroom/2 bathroom-whole apt,943693,Yong,Gateway - Green Valley Ranch,39.7887541634336,-104.798569475195,Private room,130,3,9,2015-10-06,0.16,4,268,
2117528,"AIRPORT HOSTELS 
24/7 WIFI 
420 YES",10796532,Paul,Gateway - Green Valley Ranch,39.770810541789,-104.73759325052,Private room,69,1,15,2016-04-21,0.65,4,365,
3688884,"FLY TO DENVER 
420&smoke Yes
Wifi",10796532,Paul,Gateway - Green Valley Ranch,39.770340420121,-104.736102297936,Private room,69,1,18,2016-04-18,1.36,4,365,
