id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
177,Tiny Home in the Heart of the City- ECO FRIENDLY,615,Joe,,Virginia Village,39.69584758375276,-104.92581868505854,Entire home/apt,56,3,38,2017-10-23,1.92,1,269
590,Comfortable  - and a great value!,933,Jill,,North Park Hill,39.75360861432099,-104.91237270428186,Private room,61,1,525,2018-01-28,4.76,1,153
686,Alexandra's Uptown Queen Bed Room,990,Alexandra,,North Capitol Hill,39.7450296112037,-104.97756400866717,Private room,70,2,222,2018-04-14,1.89,3,326
930,Top Floor with balcony 420 Friendly,1147,Marilyn,,Washington Park,39.7088124585099,-104.96747426161951,Private room,120,3,16,2017-03-14,0.34,1,365
1940,New studio close to everything (Baker),2150,Joanne,,Baker,39.71981035998084,-104.9964870870153,Entire home/apt,95,2,12,2017-11-15,0.79,1,91
2100,Bryant Street Flat,2292,Darci & Dave,,Highland,39.762979028903956,-105.0186623779776,Entire home/apt,165,5,2,2017-06-22,0.17,1,345
21745,Alexandra's Uptown King Bed Room plus,990,Alexandra,,North Capitol Hill,39.74513091975909,-104.97902782993222,Private room,65,2,200,2018-04-14,2.04,3,315
21746,Alexandra's Uptown Full Bed Room,990,Alexandra,,North Capitol Hill,39.744874489231776,-104.97757971671415,Private room,60,3,236,2018-03-14,2.41,3,5
31503,Highland Park Guest House,135298,Rick,,West Highland,39.762159461176836,-105.02865987371432,Entire home/apt,110,3,30,2018-03-29,0.32,1,306
39405,LoHi Secret garden at the Mulberry Cottage,666,Jennifer & Giovanni,,Highland,39.76588303201439,-105.00545175761249,Entire home/apt,111,1,467,2018-04-02,4.98,2,289
41284,Awesome 2BR bsmt suite near Lowry & Cherry Creek!,178508,Lisa,,Washington Virginia Vale,39.71036336002511,-104.91307249830423,Entire home/apt,90,1,49,2018-04-19,5.65,1,299
56185,charming home for your vacation,266051,Kate,,North Park Hill,39.753215095516104,-104.93334501905635,Entire home/apt,300,3,60,2018-01-02,0.68,1,299
57488,Basement room w/ private bath,268494,Greg,,Wellshire,39.65640343946995,-104.9625484450209,Private room,150,2,0,,,1,365
58598,Apartment in Historic Congress Park,280583,Carey,,Congress Park,39.73730412808642,-104.95615574466999,Entire home/apt,94,2,511,2018-04-16,5.72,1,20
59631,VICTORIAN TOWNHOME DOWNTOWN,1496,Julie,,Five Points,39.74947215259146,-104.97611259083283,Entire home/apt,179,1,133,2018-01-30,1.59,2,319
74125,Spacious Cap Hill Condo (built in 1889) with yard,385864,Joe,,Capitol Hill,39.73275785738501,-104.98035207881279,Entire home/apt,120,3,78,2018-03-18,0.95,1,30
81540,Affordable S. Denver Guest House,98912,Jess,,Overland,39.66786893848025,-104.98968597826972,Entire home/apt,75,3,127,2018-02-02,1.47,1,123
98008,Beautiful sun filled queen room!,297382,James,,Five Points,39.749265750021166,-104.97481782374622,Private room,70,2,177,2018-04-10,2.09,2,347
98014,Beautiful single steps to Downtown,297382,James,,Five Points,39.74865493443946,-104.97521507365906,Private room,60,2,173,2018-04-08,2.04,2,317
137261,DTC Lightrail train to DIA&Downtown.,671251,Rob,,Hampden South,39.64154427715043,-104.88145106354698,Private room,89,2,3,2017-07-23,0.29,3,364
142683,Historic Denver City Park Condo,692622,Nancy,,City Park,39.74145037663793,-104.94844997223437,Entire home/apt,145,1,245,2018-04-16,2.96,1,274
172196,Luxury Wash Park Home Great for Families,526354,Michael,,Washington Park,39.696877017014224,-104.96231625479423,Entire home/apt,411,3,19,2018-04-06,0.24,1,246
177942,Sky Gallery at Promenade Lofts,448794,Tyler,,Union Station,39.75479735717703,-105.00516603243588,Entire home/apt,195,2,100,2018-03-21,1.22,1,338
182353,Private Suite - 2017-BFN- (Phone number hidden by Airbnb),874113,Tatiana,,Hampden South,39.652828670327,-104.91098924758559,Private room,80,30,88,2017-08-14,1.08,1,232
184529,WINTER WONDERLAND IN DENVER,134798,Lonna,,West Highland,39.76715773497324,-105.04349615162428,Private room,40,30,6,2016-01-03,0.08,2,202
192430,TREETOP VIEW BEDROOM - Dwntwn./East,923646,Kate,,South Park Hill,39.741596593397965,-104.93613034734794,Private room,40,30,110,2017-09-23,1.36,1,65
204049,Basement Studio for a Couple or a Small Family,1001616,Roya,,Indian Creek,39.67946481890798,-104.88542757093111,Private room,55,3,0,,,1,363
216641,"3 blk to lightrail, fresh eggs and friendly hosts",1118196,Dusty & Sean,,Villa Park,39.72966018755301,-105.05048616122299,Private room,86,1,117,2017-11-18,1.92,2,355
217715,Room w/own Bath near University,1124687,Yvonne And Desmond,,University Park,39.670633584592245,-104.95358558567193,Private room,89,1,13,2017-09-05,0.18,1,337
217996,Highland Snug,10730,William,,Highland,39.7570602871933,-105.01021748193739,Private room,158,2,11,2017-08-06,0.34,1,214
236207,Denver Penthouse GreatViews $9 to DIA+FREEMallRide,1238201,Dave,,Union Station,39.75474852616075,-105.00533440011777,Entire home/apt,235,2,56,2018-01-01,0.79,1,121
242859,Modern Cherry Creek Hot-Spot (Denver),1275154,Brenda,,Cherry Creek,39.715579068675545,-104.94160352739355,Entire home/apt,150,3,77,2017-09-17,0.97,1,338
259616,Amazing location! Walk to Downtown Denver!,1362862,Christine,,Highland,39.7658095338425,-105.01482512107614,Entire home/apt,250,2,90,2018-03-25,1.15,1,179
