id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
360,Sit in the Peaceful Garden of the Chickadee Cottage in LoHi,666,Jennifer & Giovanni,,Highland,39.76703,-105.00256,Entire home/apt,140,1,103,2020-01-21,5.76,2,47
364,Lodo / RiNo LOFT  via airport train,783,Jason,,Five Points,39.76551,-104.97902,Entire home/apt,179,185,87,2016-04-26,0.67,1,363
590,Comfortable  - and a great value!,933,Jill,,North Park Hill,39.75361,-104.91237,Private room,61,1,590,2019-12-22,4.47,2,172
592,private,933,Jill,,North Park Hill,39.75438,-104.91156,Private room,44,30,179,2020-01-06,1.34,2,154
1940,Baker Studio Close to EVERYTHING,2150,Joanne,,Baker,39.71981,-104.99649,Entire home/apt,95,1,46,2019-11-19,1.25,1,217
2086,Garden Level Condo,2284,Katy,,Hale,39.73996,-104.93173,Entire home/apt,76,180,12,2018-10-21,0.52,1,358
31503,Highland Park Guest House,135298,Rick,,West Highland,39.76216,-105.02866,Entire home/apt,110,3,70,2019-09-20,0.61,1,312
39405,LoHi Secret garden at the Mulberry Cottage,666,Jennifer & Giovanni,,Highland,39.76588,-105.00545,Entire home/apt,111,1,611,2020-01-22,5.29,2,40
56185,charming home for your vacation,266051,Kate,,North Park Hill,39.75322,-104.93335,Entire home/apt,300,3,67,2019-10-06,0.61,1,324
74125,Spacious Cap Hill Condo (built in 1889) with yards,385864,Joe,,Capitol Hill,39.73276,-104.98035,Entire home/apt,130,3,112,2019-10-06,1.08,1,41
81540,Affordable S. Denver Guest House,98912,Jess,,Overland,39.66787,-104.98969,Entire home/apt,75,3,165,2020-01-02,1.53,1,198
90307,Comfy King Size Room (Park Hill),489506,Doreen,,South Park Hill,39.74955,-104.93239,Private room,90,1,189,2019-12-30,1.92,3,174
142683,Historic Denver City Park Condo,692622,Nancy,,City Park,39.74145,-104.94845,Entire home/apt,110,1,309,2020-01-19,2.96,1,66
184529,HIP SUITE IN  WEST  HIGHLANDS DENVER,134798,Lonna,,West Highland,39.76716,-105.0435,Private room,35,30,6,2016-01-03,0.06,2,228
217996,Highland Snug,10730,William,,Highland,39.75706,-105.01022,Private room,66,30,11,2017-08-06,0.20,1,364
283162,2000 SF-Lodo Club Style Condo,1475137,Lee,,Union Station,39.75035,-104.99624,Entire home/apt,165,30,1,2018-07-03,0.05,1,362
286732,"House on Stout: Prairie 
welcoming solo travelers",1154806,Ellen,,Five Points,39.75289,-104.982,Private room,70,2,183,2019-10-30,2.67,3,45
364585,Washington Park Stunning Townhouse,930851,Nicholas,,Washington Park West,39.69859,-104.9813,Entire home/apt,180,3,137,2020-01-15,1.43,1,313
370209,Private room in the nest - w/bathroom,269892,Maura,,Baker,39.71816,-104.9962,Private room,70,1,92,2019-12-25,1.66,1,251
477016,Private room In the heart of Denver,10951,Tricia,,City Park West,39.7413,-104.96934,Private room,55,2,322,2020-01-21,3.48,1,149
521072,Downtown and Modern by Hospital.,2563107,Matthew,,City Park West,39.74428,-104.96285,Entire home/apt,110,30,199,2019-04-02,2.17,1,121
548897,"TreeHouse Suite, in Healing Center",1313972,Heather,,City Park,39.74065,-104.95846,Private room,60,30,149,2019-12-14,1.75,3,256
575758,a REAL warehouse LOFT,2832150,Kerry,,Five Points,39.76746,-104.97948,Entire home/apt,200,180,38,2017-01-09,0.54,1,365
629194,Private Guest House Studio,3125360,Juan,,Berkeley,39.77068,-105.03456,Entire home/apt,85,30,251,2019-11-13,2.77,2,228
632709,(Phone number hidden by Airbnb) townhome in popular LoHi! (Phone number hidden by Airbnb) BFN (Phone number hidden by Airbnb),2157095,Valerie,,Highland,39.76659,-105.00957,Entire home/apt,129,1,156,2020-01-14,1.96,1,74
662431,☆Charming Studio☆ Close to Everything/Free Parking,3344656,Tim,,Washington Park,39.70418,-104.96721,Entire home/apt,109,1,252,2020-01-12,6.32,2,332
665622,Walk to Everything Downtown- 2BR,3364096,Becky,,Highland,39.76091,-105.01205,Entire home/apt,120,1,832,2020-01-09,9.20,1,28
676825,Beautiful Home in Charming Location,3440535,Krista,,Stapleton,39.75663,-104.88423,Entire home/apt,199,3,142,2019-12-29,1.59,1,275
