id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
13300432,Ideally Located City Park Condo with private yard,48280813,Kevin,,South Park Hill,39.7413,-104.93957,Entire home/apt,145,365,14,2017-08-06,0.36,1,0
13300817,1 Bedroom apt in Baker close to Downtown Denver,40984074,Eric,,Speer,39.71667,-104.98586,Entire home/apt,94,1,24,2016-08-27,0.61,1,0
13332504,Charming English Tudor with relaxing back yard,36963407,Ieva,,North Park Hill,39.75284,-104.91676,Entire home/apt,199,2,20,2019-08-09,0.52,1,0
13343923,Lux In LoHi Townhouse,3535803,Jorge,,Highland,39.76192,-105.00682,Entire home/apt,133,30,0,,,2,151
13360707,House in Santa Fe art district,34918160,Erin,,Lincoln Park,39.73675,-104.99875,Entire home/apt,140,1,2,2016-08-09,0.05,2,0
13362680,Cozy Guest Room,959656,Kristina,,West Colfax,39.73874,-105.04513,Private room,65,1,0,,,2,0
13372386,One Bedroom Apartment in Downtown Denver,75943090,Elise,,Union Station,39.75132,-105.00496,Entire home/apt,250,1,2,2016-06-29,0.05,1,0
13378349,Brand New 1BR/1BA close to downtown,23035357,Hannah,,Jefferson Park,39.75592,-105.01602,Entire home/apt,96,1,4,2016-07-07,0.10,1,0
13380198,Modern 5 bedroom in Denver's top neighborhood,66590565,Yoann,,Hilltop,39.72308,-104.90728,Entire home/apt,390,2,48,2019-08-04,1.25,1,0
13389533,Luxury 2 BD downtown condo-pool and hot tub,76136937,Deborah,,Five Points,39.74896,-104.98734,Entire home/apt,250,3,1,2016-07-01,0.03,1,0
13395653,Charming 2 BR in Capitol Hill,48247085,Chris,,Capitol Hill,39.73654,-104.97465,Entire home/apt,200,2,8,2016-08-02,0.20,1,0
13414484,Private - Art Inspired Urban Suite,23216142,Cal,,City Park West,39.74318,-104.966,Private room,75,1,253,2019-08-25,6.49,1,140
13428810,Charming 2bd Victorian w/ Parking on Broadway!,11572263,Emily,,Speer,39.7219,-104.98643,Entire home/apt,170,3,47,2019-08-25,1.26,2,341
13447168,Central Location! Cute & Cozy Basement Apartment,48448059,Judy & Marty,,Skyland,39.7599,-104.95568,Entire home/apt,81,1,332,2019-08-29,8.51,1,308
13447318,"Clean, Quiet, Private, Nice!",51270436,Jessica,,Indian Creek,39.6849,-104.89186,Private room,40,1,202,2019-08-24,5.36,1,136
13449331,2 KING BED APT NEAR DWNTN! NEW!!!,14949477,Gary,,Sunnyside,39.77193,-105.02207,Entire home/apt,98,2,285,2019-08-10,7.27,1,275
13454155,Private Rooftop / Hot Tub / Heart of LoHi!,67514634,Jordan,,Highland,39.7607,-105.01505,Entire home/apt,199,1,87,2019-08-25,2.30,1,27
13467564,Cozy and Family Friendly Near Denver Airport,77023590,Esayas,,Gateway - Green Valley Ranch,39.77263,-104.75028,Entire home/apt,70,30,91,2019-07-15,2.36,2,310
13474217,3 bedrooms luxury Suite in Cap Hill,49223382,Kinga,,City Park West,39.74055,-104.97144,Entire home/apt,199,1,302,2019-08-16,7.75,5,264
13478248,Relax at a Snug Garden Apartment in Leafy Cheesman Park,53159663,Fred,,Cheesman Park,39.73733,-104.96804,Entire home/apt,120,1,296,2019-08-28,7.62,1,0
13480706,"Quiet, Relaxing Room",77174477,Kamelah,,Gateway - Green Valley Ranch,39.79613,-104.74934,Private room,60,1,41,2019-08-28,1.05,2,304
13487432,Frida Casa,2440834,Dayna,,Speer,39.72276,-104.98314,Entire home/apt,75,1,6,2017-07-05,0.16,1,273
13494022,Large Apt BEST Walkable Location! (Phone number hidden by Airbnb) BFN (Phone number hidden by Airbnb),77350520,Jacob,,North Capitol Hill,39.74033,-104.9761,Private room,129,1,275,2019-08-04,7.07,1,76
13494205,"Luxurious 3 Story Artist Townhouse in Hip, LoHi.",2577320,David,,Highland,39.75938,-105.01466,Entire home/apt,261,2,138,2019-08-24,3.82,1,72
13494473,Quiet Room,77174477,Kamelah,,Gateway - Green Valley Ranch,39.79612,-104.7504,Private room,70,1,11,2016-12-19,0.28,2,305
13497476,Simple Condo,51822265,Jeff,,Hampden South,39.64579,-104.91271,Entire home/apt,120,1,0,,,1,0
13505760,Charming Bungalow in Park Hill Close to Downtown,50669204,Adrienne,,North Park Hill,39.75463,-104.93031,Entire home/apt,159,5,5,2018-06-08,0.14,1,0
13513735,Beautiful Condo in City Park West,12482307,Jeremy,,City Park West,39.74468,-104.96889,Entire home/apt,65,30,5,2017-10-31,0.14,2,60
13523589,LOHI! MBR w jacuzzi!! Walk to Downtown or Broncos,35955223,Tom,,Highland,39.75796,-105.0138,Private room,9999,2,8,2016-10-09,0.21,1,0
13526515,Large Home Downtown/ Best Location! Sleeps 14!,77731494,Nell And Rob,,North Capitol Hill,39.74516,-104.98121,Entire home/apt,199,1,139,2019-08-25,3.71,1,27
13542997,1 BR Quiet space downtown,35481667,Kathryn,,Five Points,39.752,-104.97958,Entire home/apt,125,3,15,2018-09-16,0.39,1,6
13545464,Brooks Tower Downtown Denver Furnished Apartment,7131433,Phillip,,CBD,39.74722,-104.99593,Entire home/apt,79,30,10,2019-06-10,0.27,1,314
13548312,Denver Apt near 16th st mall balcony & pool uptown,8650641,Todd,,North Capitol Hill,39.74663,-104.98114,Entire home/apt,125,1,110,2019-08-07,2.84,5,71
13550337,Larimer St. Luxury LoDo Coors Field Sleeps 4!,46984692,Praveer And Priya,,Union Station,39.7503,-104.99632,Entire home/apt,129,30,191,2019-05-26,4.89,1,128
13560149,Beautiful and Elegant (3-br) Home in Cherry Creek,19597217,Charles,,Cherry Creek,39.71562,-104.94196,Entire home/apt,350,2,61,2019-08-29,1.58,1,154
13560410,Clay Street Chateau 2016-bfn-(PHONE NUMBER HIDDEN),78127236,Matt,,Chaffee Park,39.78606,-105.02185,Entire home/apt,140,2,88,2019-08-16,2.30,1,348
13569285,Great Ranch style home large yard,78239474,Jan,,Montclair,39.72734,-104.91553,Entire home/apt,225,1,19,2019-07-17,0.49,1,363
13579869,Comfy Dorm Bed in Highlands House (Bed B),24483378,Sarah,,West Highland,39.76772,-105.05284,Shared room,18,1,91,2019-08-16,2.37,7,361
13589403,"City living, Mountain escape!",76851624,Lindey,,Virginia Village,39.6937,-104.93857,Private room,99,2,6,2016-10-09,0.16,1,0
13622874,Downtown artsy-chic bungalow styled 1Bedroom loft,16469800,Michael,,CBD,39.74937,-104.99095,Private room,95,2,3,2016-09-28,0.08,1,0
13624759,Large one bedroom condo with incredible patio,39393836,Nic,,Jefferson Park,39.75016,-105.01879,Entire home/apt,200,2,2,2016-08-14,0.05,1,0
13624842,Heart of RiNo Private Entry Suite,11078441,Claire & Jeff,,Five Points,39.76569,-104.97472,Entire home/apt,99,2,97,2019-08-10,2.54,1,11
13642198,House de Cheby,17053398,Michael,,Berkeley,39.7815,-105.03811,Private room,50,1,52,2019-08-26,1.35,1,144
13656193,A Clean Room for the Modern Traveler,4220435,Jordan,,Villa Park,39.73184,-105.0522,Private room,56,1,290,2019-08-23,7.53,2,53
13656290,Large 3Bed Basement Apartment Near Downtown,79333399,Natty,,Whittier,39.75758,-104.96931,Entire home/apt,225,1,85,2019-08-25,2.21,1,349
13656567,"1BR 1BA Highlands Denver, private access, laundry",21280578,Steve,,West Highland,39.76245,-105.04649,Private room,99,7,7,2019-05-31,0.21,1,161
13656664,N'hood Home near Downtown Denver - Downstairs Apt,334357,Shane,,Whittier,39.76012,-104.96743,Entire home/apt,97,1,124,2019-06-15,3.50,2,108
13657420,Dreamy Attic Loft in Cheesman Park/Capitol Hill,79348537,Carina,,Cheesman Park,39.73487,-104.9709,Entire home/apt,82,1,7,2016-08-11,0.18,1,0
13657498,"Secluded Master Bedroom, En-Suite Bath, Near DU",79296912,Jeff,,University Park,39.67074,-104.94627,Private room,88,1,208,2019-08-24,5.37,1,319
13683183,"Spacious, modern master bedroom, master bath",1618,Elaine,,Cole,39.77056,-104.96471,Private room,79,30,1,2016-09-05,0.03,2,0
13686014,Large 3 Bedroom Townhome + Office,24157036,Angela,,Hampden,39.65688,-104.90861,Entire home/apt,234,30,0,,,45,338
13686460,Sky Club Access 1 Bedroom on 39th Floor,24157036,Angela,,CBD,39.74505,-104.99462,Entire home/apt,205,30,2,2016-12-15,0.06,45,0
13686918,Spire 1 Bedroom Plus Office on 28th Floor,24157036,Angela,,CBD,39.746,-104.99531,Entire home/apt,166,30,0,,,45,335
13687416,Cherry Creek Penthouse,24157036,Angela,,Cherry Creek,39.71412,-104.94484,Entire home/apt,370,30,1,2016-07-26,0.03,45,341
13688138,Art District & Convention Center Apartment,15899014,Georgia,,Lincoln Park,39.7305,-104.99749,Entire home/apt,104,2,50,2019-08-18,1.33,1,131
13696472,Double D Adventure Spot,79855459,Daniel,,Marston,39.63307,-105.09085,Shared room,80,1,0,,,1,0
13715250,Charming 1 BR in Cap Hill w/Parking,80127590,Autumn,,Capitol Hill,39.73243,-104.97929,Entire home/apt,100,2,10,2016-10-23,0.26,1,0
13724407,Modern Highland/Sloan's Lake Gem,36384779,Marco,,Sloan Lake,39.75088,-105.03749,Entire home/apt,148,2,185,2019-08-27,5.06,1,43
13725664,Downtown Denver Studio with Mountain Views,24157036,Angela,,CBD,39.74536,-104.99717,Entire home/apt,114,30,4,2019-07-26,0.12,45,358
13744375,Hip Cozy Crib Cherry Creek Condo Apartment,50675571,Mark,,Washington Virginia Vale,39.69794,-104.92522,Entire home/apt,99,30,50,2019-07-02,1.38,1,290
13745963,Welcome to your quiet apartment in our house!,59081051,Caleb,,Skyland,39.75795,-104.95242,Entire home/apt,90,2,138,2019-08-29,3.60,1,129
13747707,2 Bedroom Condo w/ Parking In Theater District,24157036,Angela,,CBD,39.74515,-104.99771,Entire home/apt,206,30,4,2018-10-20,0.15,45,362
13748244,Updated 1 Bdrm in Great Neighborhood!,59265555,Kevin,,Rosedale,39.67132,-104.9819,Entire home/apt,68,10,18,2019-04-24,0.51,1,313
13751109,LoHi loft apartment furnished: (Phone number hidden by Airbnb) BFN (Phone number hidden by Airbnb),80564551,Tracy,,Highland,39.75994,-105.01119,Entire home/apt,200,1,307,2019-08-28,8.11,1,0
13751968,Vintage Charm in Uptown - Fillmore/Ogden/Downtown,80578027,Brook,,North Capitol Hill,39.7426,-104.97736,Entire home/apt,116,2,216,2019-08-30,6.07,1,132
13752452,Charming LoHi Location,78157646,Jamie,,Highland,39.76004,-105.01671,Entire home/apt,104,2,220,2019-08-23,5.96,2,0
13763818,2 Bedroom Rowhome w/ Office in Denver's Highlands,24157036,Angela,,Highland,39.7596,-105.01409,Entire home/apt,263,30,1,2018-07-10,0.07,45,243
13764044,CHERRY CREEK CHIC RETREAT,8751405,Maria & Scott,,Cherry Creek,39.72373,-104.95034,Entire home/apt,170,1,108,2019-08-30,2.86,2,346
13768737,Spire Condo With Amazing Views,24157036,Angela,,CBD,39.74417,-104.99503,Entire home/apt,177,30,1,2017-10-02,0.04,45,363
13769168,Modern Home in Trendy Hood Close to Downtown,3860153,Rachel,,Sunnyside,39.77443,-105.00928,Entire home/apt,165,2,51,2019-06-15,1.32,1,61
13789731,Victorian Sunshine Apt (parking inc),81027664,Hannah,,North Capitol Hill,39.74215,-104.97345,Entire home/apt,133,1,264,2019-08-16,7.03,2,37
13789796,Top Sunshine in Beautiful Victorian(parking inc),81027664,Hannah,,North Capitol Hill,39.74194,-104.97442,Entire home/apt,128,1,245,2019-08-12,6.53,2,54
13815789,Cozy Craftsman Bungalow near City Center,68941411,Matt,,Congress Park,39.73175,-104.94928,Entire home/apt,97,1,299,2019-08-01,7.81,1,302
13825672,Private Room and Bath on Light Rail - Five Points,40822489,Michael,,Five Points,39.75763,-104.97363,Private room,60,1,30,2017-04-04,0.79,3,0
13828732,Platt Park Modern Apartment,32674537,Amy & Jesse,,Platt Park,39.68777,-104.98584,Entire home/apt,135,1,77,2019-08-23,2.15,1,325
13843296,Charming Highlands Bungalow 1bd/1bh,5830023,Kelly,,Sloan Lake,39.75728,-105.02601,Entire home/apt,95,2,84,2019-08-10,2.47,1,0
13845981,Private room w Bed/bath Close to Broncos Stadium,7676799,Becki,,West Colfax,39.74511,-105.03029,Private room,50,1,281,2019-08-26,7.33,1,84
13847448,Little Blue Sanctuary In The City!,18561687,King,,Villa Park,39.73154,-105.0381,Entire home/apt,88,1,72,2019-07-17,1.91,1,0
13861660,Clean & quiet place 1 block from the light rail,81908889,Thomas,,Virginia Village,39.68008,-104.93235,Private room,150,1,0,,,1,89
13866614,Airport &  Recreation Convenience -License #298953,36410256,Sheri,,Gateway - Green Valley Ranch,39.77521,-104.74102,Private room,44,1,139,2019-08-23,3.63,1,350
13867254,Large Bedroom in Five Points Home with Backyard,40822489,Michael,,Five Points,39.75813,-104.97393,Private room,60,1,1,2016-08-14,0.03,3,0
13877553,Downtown Denver Condo with Spectacular View,82104659,Marv,,CBD,39.74655,-104.99652,Entire home/apt,180,30,7,2019-05-15,0.19,1,44
13878432,Spire - 28th Floor 1 Bedroom,24157036,Angela,,CBD,39.74456,-104.99528,Entire home/apt,177,30,2,2018-09-01,0.10,45,243
13878962,1 Bedroom Condo in the Spire w/ Amazing Mt Views,24157036,Angela,,CBD,39.74556,-104.99479,Entire home/apt,191,30,0,,,45,152
13881341,One Bedroom Apt. in LoHi for October,79684418,Catherine,,Jefferson Park,39.75587,-105.01745,Entire home/apt,81,14,2,2016-10-22,0.06,1,0
13881439,Zen Get Away Part 2 (This Private sunroom),50005108,Jaclyn E,,Hilltop,39.72269,-104.90801,Private room,89,1,39,2019-08-10,1.02,2,364
13884205,Private Bedroom near Downtown Denver,16292100,Andrea,,Lincoln Park,39.73031,-104.99719,Private room,60,1,152,2019-08-28,4.02,2,43
13894607,Modern ★ Cozy ★ Totally Walkable,4496182,Tyler,,Speer,39.71232,-104.98198,Entire home/apt,69,1,264,2019-08-25,7.28,1,0
13897351,CityPark Home w/Yard.Walk Everywhere.6Beds Sleep10,76215981,Grace,,City Park West,39.74712,-104.96115,Entire home/apt,136,30,75,2019-07-07,2.02,2,207
13897403,Brooks Tower 13th Floor 1 Bedroom Condo,24157036,Angela,,CBD,39.74516,-104.9971,Entire home/apt,165,30,4,2019-05-31,0.11,45,333
13929402,Modern Room Near Regis University,40334113,Victoria,,Regis,39.78482,-105.02646,Private room,50,1,133,2019-06-19,3.52,4,0
13957450,1 Bedroom/1Bath + Den in Downtown Denver,24157036,Angela,,Union Station,39.75027,-104.99473,Entire home/apt,163,30,0,,,45,243
13969736,Private Guest House in Berkeley,83284238,Jacob,,Berkeley,39.77436,-105.05278,Entire home/apt,109,3,71,2019-08-26,1.90,1,171
13972526,Home away from home! Close to Red Rocks & downtown,57412933,Karina & John,,Harvey Park South,39.66735,-105.04606,Entire home/apt,75,1,178,2019-08-17,4.76,1,0
13973540,Movie Theater & Fire Pit - Perfect for Groups!,7556262,Chad,,Sloan Lake,39.75639,-105.02715,Entire home/apt,309,3,46,2019-08-18,1.26,1,35
13980729,"Spacious & Unique 2 Story Loft, Rooftop in LoDo",23633994,Quincy,,Union Station,39.75384,-104.99538,Entire home/apt,225,2,22,2017-01-17,0.58,1,0
13993831,Welcome to Casa Neruda - A Private Mid-Mod Room,25445358,Candice,,Regis,39.7874,-105.02798,Private room,30,1,95,2019-08-25,2.65,1,352
14010321,Beautiful Denver Park Hill 2 BR Apartment,69009301,Herbert,,North Park Hill,39.75716,-104.92125,Entire home/apt,94,1,241,2019-08-25,6.36,1,265
14027297,Quaint Artist Row Home,6788650,Caroline,,Whittier,39.75722,-104.97083,Entire home/apt,110,1,143,2019-08-26,3.80,1,46
14027390,1 Bedroom Condo in Downtown Denver,24157036,Angela,,Union Station,39.74936,-104.99856,Entire home/apt,148,90,0,,,45,243
14042383,Downtown High Rise,83100550,Cassandra,,Union Station,39.74861,-104.99775,Entire home/apt,130,3,81,2019-08-23,2.19,1,3
14042763,The Whittier Wonder - Close to Downtown and RiNo,9895129,Lynette,,Whittier,39.75898,-104.96926,Entire home/apt,150,2,77,2019-08-24,2.10,1,92
14043521,Charming West Washington Park Home,82335579,Brett,,Washington Park West,39.70127,-104.97793,Entire home/apt,286,3,55,2019-08-05,1.47,1,163
14055472,"Near City Park & Downtown, Modern, Comfortable,",83579310,Bev,,Whittier,39.75903,-104.9623,Entire home/apt,487,2,104,2019-08-18,2.74,1,218
14058998,1200sft Private Floor in shared house w rooftop,23415904,Jackie,,Highland,39.76352,-105.01124,Entire home/apt,90,1,62,2019-08-18,1.76,6,355
14069894,"Master Bed Room, private bathroom,-Close to DU #1",19130789,Paul,,University Park,39.67039,-104.95333,Private room,70,3,26,2019-08-25,0.69,3,87
14077579,Denver Home,6184610,Steven,,Sunnyside,39.77642,-105.01042,Entire home/apt,25,2,1,2016-07-28,0.03,1,3
14087278,Private Modern King Bedrm & Bath in House - LOHI,23415904,Jackie,,Highland,39.76327,-105.01023,Private room,85,2,43,2019-08-06,1.22,6,342
14100630,Spacious one bedroom.,84878005,David,,Virginia Village,39.68713,-104.9385,Entire home/apt,78,1,5,2018-08-21,0.33,1,0
14125469,LoHi Luxury Townhouse,46817293,Albert,,Highland,39.76559,-105.003,Entire home/apt,350,2,71,2019-08-18,1.98,1,123
14138208,Private room available in beautiful modern home,1618,Elaine,,Cole,39.76908,-104.96475,Private room,79,30,1,2016-08-02,0.03,2,0
14139025,Tennyson Cottage,72940139,Sheryl,,West Highland,39.76794,-105.04334,Private room,60,1,28,2017-11-25,0.78,1,0
14140239,2Bd 2Ba Victorian Remodel Close to Downtown,42637305,Erica & Brianna,,Whittier,39.75142,-104.96808,Entire home/apt,200,2,36,2019-08-04,1.02,2,15
14149812,Close to Sloans Lake -10 min to Downtown,31807197,Ashley,,West Colfax,39.73783,-105.0531,Private room,60,1,0,,,1,0
14151673,CHARMING NEW 4 Bedrooms  /2.5 Bathrooms in  DENVER,36460088,Jared,,Stapleton,39.79082,-104.88415,Entire home/apt,199,7,57,2019-05-24,1.52,2,343
14154148,Denver Bungalow In NW Denver,43228293,Troy,,Sloan Lake,39.75131,-105.03839,Entire home/apt,155,2,62,2019-08-16,1.71,2,13
14154970,Best Location! Great Spacious Dog Friendly House,27654560,Scott,,Washington Park,39.70637,-104.96465,Entire home/apt,229,3,32,2019-08-06,0.86,1,9
14170039,"Travelers' Retreat, Walking Distance to Everything",4528655,Stephanie,,Speer,39.71532,-104.98457,Entire home/apt,78,2,10,2017-01-01,0.27,1,0
14185693,Whole Foods/Transit Across the Street!,64105132,Brianne,,Capitol Hill,39.73385,-104.97711,Private room,53,2,3,2016-10-21,0.08,1,0
14187514,Comfortable 2 bedroom duplex-home near Sloans Lake,86000051,Vance And Robert,,West Colfax,39.73685,-105.05151,Entire home/apt,119,3,90,2019-08-24,3.11,1,151
14199059,Private room in luxury townhouse in Sunnyside,7465717,Tyler,,Sunnyside,39.77578,-105.0031,Private room,75,1,0,,,1,171
14200740,Beautiful Home in Park Hill,8500535,Micah,,Northeast Park Hill,39.7676,-104.91476,Entire home/apt,200,1,6,2016-10-09,0.16,1,0
14219320,"Open Plan House, Patio, Close to DU, Old Pearl St",29000310,Laureen,,Platt Park,39.67983,-104.98181,Entire home/apt,250,2,25,2019-07-27,0.69,1,156
14222675,Downtown Denver Apt - Home Sweet Home!,14659445,Amber,,Five Points,39.75654,-104.99283,Private room,350,1,0,,,1,0
14235559,Cozy Bungalow between the airport and downtown,86561988,James,,Northeast Park Hill,39.76281,-104.90933,Entire home/apt,85,2,14,2018-08-05,0.38,1,74
14239172,Cozy studio next to Cheesman Park,38692714,Sarah,,Cheesman Park,39.73058,-104.97069,Entire home/apt,60,2,17,2019-07-23,0.46,1,0
14248565,Beautiful on GVR Golfcourse near DIA,45241934,Robert,,Gateway - Green Valley Ranch,39.78835,-104.74323,Private room,70,30,3,2016-10-08,0.08,2,365
14299452,Washington Park Lakeside Private Room,25774571,Pam,,Washington Park,39.70527,-104.96704,Private room,79,2,42,2019-08-29,1.13,1,108
